city_slug,jurisdiction_name
town_of_new_glarus,Town Of New Glarus
town_of_new_milford,Town Of New Milford
town_of_new_paltz,Town Of New Paltz
town_of_new_windsor,Town Of New Windsor
town_of_newbury,Town Of Newbury
town_of_newfane,Town Of Newfane
town_of_newstead,Town Of Newstead
town_of_niagara,Town Of Niagara
town_of_norfolk,Town Of Norfolk
town_of_northbridge,Town Of Northbridge
town_of_northfield,Town Of Northfield
town_of_northlake,Town Of Northlake
town_of_norwood,Town Of Norwood
town_of_oak_ridge,Town Of Oak Ridge
town_of_ogden,Town Of Ogden
town_of_orange,Town Of Orange
town_of_orangetown,Town Of Orangetown
town_of_orchard_park,Town Of Orchard Park
town_of_orleans,Town Of Orleans
town_of_otis,Town Of Otis
town_of_palmer,Town Of Palmer
town_of_pantego,Town Of Pantego
town_of_parma,Town Of Parma
town_of_pawling,Town Of Pawling
town_of_philipstown,Town Of Philipstown
town_of_plainville,Town Of Plainville
town_of_pompey,Town Of Pompey
town_of_porter,Town Of Porter
town_of_potsdam,Town Of Potsdam
town_of_poughkeepsie,Town Of Poughkeepsie
town_of_preston,Town Of Preston
town_of_putnam,Town Of Putnam
town_of_ramapo,Town Of Ramapo
town_of_ransom_canyon,Town Of Ransom Canyon
town_of_raymond,Town Of Raymond
town_of_red_hook,Town Of Red Hook
town_of_richmond,Town Of Richmond
town_of_ridgely,Town Of Ridgely
town_of_rockland,Town Of Rockland
town_of_rocky_hill,Town Of Rocky Hill
town_of_rome,Town Of Rome
town_of_rumford,Town Of Rumford
town_of_rye,Town Of Rye
town_of_saint_paul,Town Of Saint Paul
town_of_salisbury,Town Of Salisbury
town_of_saratoga,Town Of Saratoga
town_of_saugerties,Town Of Saugerties
town_of_schodack,Town Of Schodack
town_of_secaucus,Town Of Secaucus
town_of_shady_shores,Town Of Shady Shores
town_of_simsbury,Town Of Simsbury
town_of_skykomish,Town Of Skykomish
town_of_smithfield,Town Of Smithfield
town_of_smithsburg,Town Of Smithsburg
town_of_smithtown,Town Of Smithtown
town_of_somers,Town Of Somers
town_of_somerset,Town Of Somerset
town_of_south_bethany,Town Of South Bethany
town_of_southampton,Town Of Southampton
town_of_southborough,Town Of Southborough
town_of_southington,Town Of Southington
town_of_spencer,Town Of Spencer
town_of_stafford,Town Of Stafford
town_of_stanford,Town Of Stanford
town_of_stanley,Town Of Stanley
town_of_sterling,Town Of Sterling
town_of_stony_point,Town Of Stony Point
town_of_thompson,Town Of Thompson
town_of_trenton,Town Of Trenton
town_of_tuxedo,Town Of Tuxedo
town_of_union_vale,Town Of Union Vale
town_of_urbana,Town Of Urbana
town_of_victor,Town Of Victor
town_of_walton,Town Of Walton
town_of_warrensburg,Town Of Warrensburg
town_of_warwick,Town Of Warwick
town_of_webster,Town Of Webster
town_of_west_boylston,Town Of West Boylston
town_of_west_hartford,Town Of West Hartford
town_of_west_new_york,Town Of West New York
town_of_westborough,Town Of Westborough
town_of_westbrook,Town Of Westbrook
town_of_westerly,Town Of Westerly
town_of_westfield,Town Of Westfield
town_of_westminster,Town Of Westminster
town_of_wethersfield,Town Of Wethersfield
town_of_williamson,Town Of Williamson
town_of_wilmington,Town Of Wilmington
town_of_wilton,Town Of Wilton
town_of_winchester,Town Of Winchester
town_of_windham,Town Of Windham
town_of_windsor,Town Of Windsor
town_of_windsor_locks,Town Of Windsor Locks
town_of_winslow,Town Of Winslow
town_of_woodbury,Town Of Woodbury
town_of_woodruff,Town Of Woodruff
town_of_wrentham,Town Of Wrentham
town_of_yates,Town Of Yates
town_village_of_east_rochester,Town Village Of East Rochester
town_village_of_harrison,Town Village Of Harrison
town_village_of_mount_kisco,Town Village Of Mount Kisco
towns_county,Towns County
townsend,Townsend
township_of_adams,Township Of Adams
township_of_allamuchy,Township Of Allamuchy
township_of_allegheny,Township Of Allegheny
township_of_andover,Township Of Andover
township_of_baldwin,Township Of Baldwin
township_of_berkeley,Township Of Berkeley
township_of_bernards,Township Of Bernards
township_of_bethel,Township Of Bethel
township_of_bethlehem,Township Of Bethlehem
township_of_bloomfield,Township Of Bloomfield
township_of_brady,Township Of Brady
township_of_branchburg,Township Of Branchburg
township_of_bridgewater,Township Of Bridgewater
township_of_brighton,Township Of Brighton
township_of_canton,Township Of Canton
township_of_carroll,Township Of Carroll
township_of_cedar_grove,Township Of Cedar Grove
township_of_charleston,Township Of Charleston
township_of_chester,Township Of Chester
township_of_chesterfield,Township Of Chesterfield
township_of_cinnaminson,Township Of Cinnaminson
township_of_clinton,Township Of Clinton
township_of_concord,Township Of Concord
township_of_conestoga,Township Of Conestoga
township_of_connoquenessing,Township Of Connoquenessing
township_of_covington,Township Of Covington
township_of_cranford,Township Of Cranford
township_of_cummings,Township Of Cummings
township_of_dallas,Township Of Dallas
township_of_darlington,Township Of Darlington
township_of_deerfield,Township Of Deerfield
township_of_deptford,Township Of Deptford
township_of_dickinson,Township Of Dickinson
township_of_east_bradford,Township Of East Bradford
township_of_east_cocalico,Township Of East Cocalico
township_of_east_fallowfield,Township Of East Fallowfield
township_of_east_hanover,Township Of East Hanover
township_of_east_norriton,Township Of East Norriton
township_of_east_nottingham,Township Of East Nottingham
township_of_east_pennsboro,Township Of East Pennsboro
township_of_east_pikeland,Township Of East Pikeland
township_of_east_vincent,Township Of East Vincent
township_of_east_windsor,Township Of East Windsor
township_of_edgewater_park,Township Of Edgewater Park
township_of_egg_harbor,Township Of Egg Harbor
township_of_eldred,Township Of Eldred
township_of_evesham,Township Of Evesham
township_of_fairview,Township Of Fairview
township_of_forks,Township Of Forks
township_of_forward,Township Of Forward
township_of_foster,Township Of Foster
township_of_franklin,Township Of Franklin
township_of_german,Township Of German
township_of_girard,Township Of Girard
township_of_green,Township Of Green
township_of_hamilton,Township Of Hamilton
township_of_hamiltonban,Township Of Hamiltonban
township_of_hampton,Township Of Hampton
township_of_hanover,Township Of Hanover
township_of_harding,Township Of Harding
township_of_hardwick,Township Of Hardwick
township_of_hardyston,Township Of Hardyston
township_of_harmar,Township Of Harmar
township_of_harris,Township Of Harris
township_of_harrison,Township Of Harrison
township_of_hempfield,Township Of Hempfield
township_of_holmdel,Township Of Holmdel
township_of_hopewell,Township Of Hopewell
township_of_howell,Township Of Howell
township_of_independence,Township Of Independence
township_of_jackson,Township Of Jackson
township_of_jefferson,Township Of Jefferson
township_of_kingston,Township Of Kingston
township_of_lawrence,Township Of Lawrence
township_of_liberty,Township Of Liberty
township_of_logan,Township Of Logan
township_of_london_grove,Township Of London Grove
township_of_londonderry,Township Of Londonderry
township_of_lower_allen,Township Of Lower Allen
township_of_lower_heidelberg,Township Of Lower Heidelberg
township_of_lower_paxton,Township Of Lower Paxton
township_of_lower_pottsgrove,Township Of Lower Pottsgrove
township_of_lower_providence,Township Of Lower Providence
township_of_lower_saucon,Township Of Lower Saucon
township_of_mahwah,Township Of Mahwah
township_of_manchester,Township Of Manchester
township_of_mannington,Township Of Mannington
township_of_manor,Township Of Manor
township_of_mansfield,Township Of Mansfield
township_of_marlboro,Township Of Marlboro
township_of_metal,Township Of Metal
township_of_middle_smithfield,Township Of Middle Smithfield
township_of_middletown,Township Of Middletown
township_of_millburn,Township Of Millburn
township_of_millstone,Township Of Millstone
township_of_montgomery,Township Of Montgomery
township_of_moore,Township Of Moore
township_of_moorestown,Township Of Moorestown
township_of_mount_laurel,Township Of Mount Laurel
township_of_mount_pleasant,Township Of Mount Pleasant
township_of_neptune,Township Of Neptune
township_of_nether_providence,Township Of Nether Providence
township_of_neville,Township Of Neville
township_of_new_buffalo,Township Of New Buffalo
township_of_new_garden,Township Of New Garden
township_of_new_hanover,Township Of New Hanover
township_of_north_brunswick,Township Of North Brunswick
township_of_north_lebanon,Township Of North Lebanon
township_of_north_whitehall,Township Of North Whitehall
township_of_northville,Township Of Northville
township_of_nottingham,Township Of Nottingham
township_of_old_lycoming,Township Of Old Lycoming
township_of_oldmans,Township Of Oldmans
township_of_parsippany_troy_hills,Township Of Parsippany Troy Hills
township_of_patton,Township Of Patton
township_of_penn,Township Of Penn
township_of_penn_forest,Township Of Penn Forest
township_of_pequannock,Township Of Pequannock
township_of_plainsboro,Township Of Plainsboro
township_of_plumsted,Township Of Plumsted
township_of_plymouth,Township Of Plymouth
township_of_pocopson,Township Of Pocopson
township_of_pohatcong,Township Of Pohatcong
township_of_polk,Township Of Polk
township_of_porter,Township Of Porter
township_of_putnam,Township Of Putnam
township_of_raritan,Township Of Raritan
township_of_richmond,Township Of Richmond
township_of_robbinsville,Township Of Robbinsville
township_of_robinson,Township Of Robinson
township_of_rochelle_park,Township Of Rochelle Park
township_of_roxbury,Township Of Roxbury
township_of_shamong,Township Of Shamong
township_of_silver_spring,Township Of Silver Spring
township_of_south_harrison,Township Of South Harrison
township_of_south_strabane,Township Of South Strabane
township_of_southampton,Township Of Southampton
township_of_springettsbury,Township Of Springettsbury
township_of_springfield,Township Of Springfield
township_of_stowe,Township Of Stowe
township_of_tinicum,Township Of Tinicum
township_of_union,Township Of Union
township_of_upper_burrell,Township Of Upper Burrell
township_of_upper_darby,Township Of Upper Darby
township_of_upper_deerfield,Township Of Upper Deerfield
township_of_upper_gwynedd,Township Of Upper Gwynedd
township_of_valley,Township Of Valley
township_of_vanport,Township Of Vanport
township_of_vernon,Township Of Vernon
township_of_verona,Township Of Verona
township_of_wall,Township Of Wall
township_of_warren,Township Of Warren
township_of_warrington,Township Of Warrington
township_of_washington,Township Of Washington
township_of_west_caldwell,Township Of West Caldwell
township_of_west_manchester,Township Of West Manchester
township_of_west_pike_run,Township Of West Pike Run
township_of_west_vincent,Township Of West Vincent
township_of_west_whiteland,Township Of West Whiteland
township_of_west_windsor,Township Of West Windsor
township_of_westtown,Township Of Westtown
township_of_white,Township Of White
township_of_whitemarsh,Township Of Whitemarsh
township_of_wyckoff,Township Of Wyckoff
tracy,Tracy
trafalgar,Trafalgar
travelers_rest,Travelers Rest
traverse_city,Traverse City
treasure_island,Treasure Island
trent_woods,Trent Woods
trenton,Trenton
trotwood,Trotwood
troup_county,Troup County
troutdale,Troutdale
troutman,Troutman
troutmannc,Troutman
troy,Troy
troyid,Troy
troyoh,Troy
trumbull,Trumbull
trussville,Trussville
truth_or_consequences,Truth Or Consequences
tualatin,Tualatin
tucker,Tucker
tulsa,Tulsa
tupelo,Tupelo
turbeville,Turbeville
turner_county,Turner County
tusayan,Tusayan
tuscaloosa,Tuscaloosa
twentynine_palms,Twentynine Palms
twin_bridges,Twin Bridges
twin_city,Twin City
twinfallscountyid,Twin Falls County
two_rivers,Two Rivers
ty_ty,Ty Ty
tybee_island,Tybee Island
tyrone,Tyrone
tyrone_township%2c_(kent_co.),Tyrone Township%2C (Kent Co.)
uhrichsville,Uhrichsville
uintah_county,Uintah County
uintahut,Uintah
umatilla,Umatilla
unified_government_of_georgetown-quitman_county_commission,Unified Government Of Georgetown Quitman County Commission
union_city,Union City
union_county,Union County
union_gap,Union Gap
union_parish_police_jury,Union Parish Police Jury
union_point,Union Point
union_springs,Union Springs
universal_city,Universal City
university_city,University City
university_park,University Park
universityhts,University Heights
upper_arlington,Upper Arlington
uppersandusky,Upper Sandusky
upson_county,Upson County
upton,Upton
urbana,Urbana
utah_county,Utah County
utica,Utica
vader,Vader
vadnais_heights,Vadnais Heights
valdosta,Valdosta
vallejo,Vallejo
vallejo_flood_and_wastewater_district,Vallejo Flood And Wastewater District
valley,Valley
valley_city,Valley City
valleyne,Valley
valparaiso,Valparaiso
van,Van
van_alstyne,Van Alstyne
van_buren,Van Buren
van_buren_charter_township%2c_(wayne_co.),Van Buren Charter Township%2C (Wayne Co.)
van_horn,Van Horn
van_wyck,Van Wyck
vandalia,Vandalia
vanwert,Van Wert
vassar,Vassar
velda_city,Velda City
velva,Velva
venice,Venice
ventnor_city,Ventnor City
ventura_county,Ventura County
venus,Venus
vergennes,Vergennes
vermilion_parish,Vermilion Parish
vernal_city,Vernal City
vernon,Vernon
vernon_county,Vernon County
vernon_hills,Vernon Hills
vernon_parish_police_jury,Vernon Parish Police Jury
vero_beach,Vero Beach
versailles,Versailles
vestal,Vestal
vestavia_hills,Vestavia Hills
vicksburg,Vicksburg
victoria,Victoria
victorville,Victorville
vidalia,Vidalia
vidor,Vidor
vienna,Vienna
vienna_charter_township%2c_(genesee_co.),Vienna Charter Township%2C (Genesee Co.)
viennail,Vienna
villa_park,Villa Park
villa_rica,Villa Rica
village_of_adams,Village Of Adams
village_of_airmont,Village Of Airmont
village_of_akron,Village Of Akron
village_of_albion,Village Of Albion
village_of_alexandria_bay,Village Of Alexandria Bay
village_of_athens,Village Of Athens
village_of_babylon,Village Of Babylon
village_of_ballston_spa,Village Of Ballston Spa
village_of_balsam_lake,Village Of Balsam Lake
village_of_baroda,Village Of Baroda
village_of_bath,Village Of Bath
village_of_baxter_estates,Village Of Baxter Estates
village_of_bayville,Village Of Bayville
village_of_bellevue,Village Of Bellevue
village_of_bement,Village Of Bement
village_of_bloomfield,Village Of Bloomfield
village_of_bosque_farms,Village Of Bosque Farms
village_of_briarcliff,Village Of Briarcliff
village_of_brightwaters,Village Of Brightwaters
village_of_brockport,Village Of Brockport
village_of_caledonia,Village Of Caledonia
village_of_cambria,Village Of Cambria
village_of_canajoharie,Village Of Canajoharie
village_of_carthage,Village Of Carthage
village_of_cayuga_heights,Village Of Cayuga Heights
village_of_centre_island,Village Of Centre Island
village_of_chatham,Village Of Chatham
village_of_chittenango,Village Of Chittenango
village_of_clayton,Village Of Clayton
village_of_clifton_springs,Village Of Clifton Springs
village_of_clyman,Village Of Clyman
village_of_colonie,Village Of Colonie
village_of_combined_locks,Village Of Combined Locks
village_of_cooperstown,Village Of Cooperstown
village_of_dane,Village Of Dane
village_of_delhi,Village Of Delhi
village_of_denmark,Village Of Denmark
village_of_east_hills,Village Of East Hills
village_of_elmira_heights,Village Of Elmira Heights
village_of_fair_haven,Village Of Fair Haven
village_of_fairport,Village Of Fairport
village_of_farmingdale,Village Of Farmingdale
village_of_fishkill,Village Of Fishkill
village_of_floral_park,Village Of Floral Park
village_of_fort_plain,Village Of Fort Plain
village_of_four_seasons,Village Of Four Seasons
village_of_fredonia,Village Of Fredonia
village_of_fremont,Village Of Fremont
village_of_grafton,Village Of Grafton
village_of_grand_beach,Village Of Grand Beach
village_of_green_island,Village Of Green Island
village_of_greene,Village Of Greene
village_of_groton,Village Of Groton
village_of_hamburg,Village Of Hamburg
village_of_hammondsport,Village Of Hammondsport
village_of_hanley_hills,Village Of Hanley Hills
village_of_harriman,Village Of Harriman
village_of_harristown,Village Of Harristown
village_of_hastings_on_hudson,Village Of Hastings On Hudson
village_of_haverstraw,Village Of Haverstraw
village_of_hempstead,Village Of Hempstead
village_of_hewlett_bay_park,Village Of Hewlett Bay Park
village_of_highland_falls,Village Of Highland Falls
village_of_hollandale,Village Of Hollandale
village_of_homer_glen,Village Of Homer Glen
village_of_hoosick_falls,Village Of Hoosick Falls
village_of_islandia,Village Of Islandia
village_of_kimberly,Village Of Kimberly
village_of_kinderhook,Village Of Kinderhook
village_of_lake_george,Village Of Lake George
village_of_lake_success,Village Of Lake Success
village_of_lancaster,Village Of Lancaster
village_of_liberty,Village Of Liberty
village_of_lincolnwood,Village Of Lincolnwood
village_of_lowville,Village Of Lowville
village_of_maple_bluff,Village Of Maple Bluff
village_of_maybrook,Village Of Maybrook
village_of_mazomanie,Village Of Mazomanie
village_of_mcgraw,Village Of Mcgraw
village_of_medina,Village Of Medina
village_of_middleport,Village Of Middleport
village_of_mill_neck,Village Of Mill Neck
village_of_monroe,Village Of Monroe
village_of_monticello,Village Of Monticello
village_of_morrisonville,Village Of Morrisonville
village_of_morrisville,Village Of Morrisville
village_of_mount_horeb,Village Of Mount Horeb
village_of_mount_pleasant,Village Of Mount Pleasant
village_of_mukwonago,Village Of Mukwonago
village_of_naples,Village Of Naples
village_of_new_auburn,Village Of New Auburn
village_of_new_glarus,Village Of New Glarus
village_of_new_paltz,Village Of New Paltz
village_of_nyack,Village Of Nyack
village_of_oakfield,Village Of Oakfield
village_of_old_brookville,Village Of Old Brookville
village_of_ossining,Village Of Ossining
village_of_paw_paw,Village Of Paw Paw
village_of_perry,Village Of Perry
village_of_plandome_manor,Village Of Plandome Manor
village_of_pleasant_prairie,Village Of Pleasant Prairie
village_of_pleasantville,Village Of Pleasantville
village_of_poquott,Village Of Poquott
village_of_port_chester,Village Of Port Chester
village_of_ridgefield_park,Village Of Ridgefield Park
village_of_ridgewood,Village Of Ridgewood
village_of_rockville_centre,Village Of Rockville Centre
village_of_roslyn_estates,Village Of Roslyn Estates
village_of_rouses_point,Village Of Rouses Point
village_of_russell_gardens,Village Of Russell Gardens
village_of_salem_lakes,Village Of Salem Lakes
village_of_scarsdale,Village Of Scarsdale
village_of_shorewood,Village Of Shorewood
village_of_shortsville,Village Of Shortsville
village_of_sidney,Village Of Sidney
village_of_skaneateles,Village Of Skaneateles
village_of_south_glens_falls,Village Of South Glens Falls
village_of_stratford,Village Of Stratford
village_of_sullivan,Village Of Sullivan
village_of_tarrytown,Village Of Tarrytown
village_of_theodosia,Village Of Theodosia
village_of_tivoli,Village Of Tivoli
village_of_trempealeau,Village Of Trempealeau
village_of_vernon,Village Of Vernon
village_of_vicksburg,Village Of Vicksburg
village_of_victor,Village Of Victor
village_of_walden,Village Of Walden
village_of_walton,Village Of Walton
village_of_wappingers_falls,Village Of Wappingers Falls
village_of_waterford,Village Of Waterford
village_of_waterloo,Village Of Waterloo
village_of_webster,Village Of Webster
village_of_wesley_hills,Village Of Wesley Hills
village_of_west_carthage,Village Of West Carthage
village_of_westbury,Village Of Westbury
village_of_westfield,Village Of Westfield
village_of_westhampton_beach,Village Of Westhampton Beach
village_of_westville,Village Of Westville
village_of_whitefish_bay,Village Of Whitefish Bay
village_of_williamsville,Village Of Williamsville
village_of_williston_park,Village Of Williston Park
village_of_wolcott,Village Of Wolcott
ville_platte,Ville Platte
vineyard,Vineyard
vinitaok,Vinita
vinton,Vinton
vintonia,Vinton
virginia_gardens,Virginia Gardens
vivian,Vivian
volo,Volo
volusia_county,Volusia County
voorheestwp,Voorhees Township
wabash,Wabash
waco,Waco
waconia,Waconia
wadesboro,Wadesboro
wadsworth,Wadsworth
wahpeton,Wahpeton
wake_county,Wake County
wake_forest,Wake Forest
wakefield,Wakefield
wakeman,Wakeman
wakevillagetx,Wake Village
wakulla_county,Wakulla County
walbridge,Walbridge
waldo,Waldo
waleska,Waleska
walker,Walker
walker_county,Walker County
walkertown,Walkerton
walla_walla_county,Walla Walla County
walled_lake,Walled Lake
wallsd,Wall
walnut,Walnut
walnut_grove,Walnut Grove
walnutcreek,Walnut Creek
walsenburg,Walsenburg
walterboro,Walterboro
walthourville,Walthourville
walton_county,Walton County
waltonhills,Walton Hills
walworth_county,Walworth County
wamegoks,Wamego
wanatah,Wanatah
ware_county,Ware County
ware_shoals,Ware Shoals
warm_springs,Warm Springs
warner_robins,Warner Robins
warren,Warren
warrensburg,Warrensburg
warrenton,Warrenton
warrnesvillehts,Warrensville Heights
warsaw,Warsaw
warsawnc,Warsaw
warwick,Warwick
wasatch_county,Wasatch County
wasco,City of Wasco
washburn_county,Washburn County
washington,Washington
washington_county,Washington County
washington_terrace,Washington Terrace
washington_township%2c_(macomb_co.),Washington Township%2C (Macomb Co.)
wasilla,City of Wasilla
watauga,Watauga
waterford,Waterford
watertown,Watertown
watertown_(jefferson_county),Watertown (Jefferson County)
watervliet,Watervliet
watkinsville,Watkinsville
watonga,Watonga
watson_township_2c_allegan_co,Watson Township 2C Allegan Co
wauchula,Wauchula
wauconda,Wauconda
waukesha,Waukesha
waunakee,Waunakee
waupaca,Waupaca
waupun,Waupun
waurikaok,Waurika
wausau,Wausau
waushara_county,Waushara County
wautoma,Wautoma
waveland,Waveland
waxahachie,Waxahachie
waxhaw,Waxhaw
waycross,Waycross
wayland,Wayland
wayne_county,Wayne County
wayneil,Wayne
waynesboro,Waynesboro
waynesburg,Waynesburg
waynesville,Waynesville
weatherford,Weatherford
weaver,Weaver
weaverville,Weaverville
weber_county,Weber County
webster,Webster
webster_city,Webster City
webster_county_consolidated_government,Webster County Consolidated Government
webster_groves,Webster Groves
weddington,Weddington
weed,Weed
weirton,Weirton
wellington,Wellington
wellington,Wellington City
wells,Wells
wellsnv,Wells
wellston,Wellston
wellsvilleoh,Wellsville
welsh,Welsh
wendell,Wendell
wentzville,Wentzville
weslaco,Weslaco
wesley_chapel,Wesley Chapel
west_allis,West Allis
west_baton_rouge_parish,West Baton Rouge Parish
west_bloomfield,West Bloomfield
west_branch,West Branch
west_chicago,West Chicago
west_columbia,West Columbia
west_covina,West Covina
west_feliciana_parish,West Feliciana Parish
west_lafayette,West Lafayette
west_melbourne,West Melbourne
west_memphis,West Memphis
west_miami,West Miami
west_milwaukee,West Milwaukee
west_orange,West Orange
west_palm_beach,West Palm Beach
west_park,West Park
west_plains,West Plains
west_point,West Point
west_university_place,West University Place
west_warwick,West Warwick
westcarrollton,West Carrollton
westchester,Westchester
western_municipal_water_district,Western Municipal Water District
westfield,Westfield
westhavenut,West Haven
westlafayette,West Lafayette
westlake,Westlake
westland,Westland
westliberty,West Liberty
westmansfieldoh,West Mansfield
westminster,Westminster
westmont,Westmont
westmoreland_county,Westmoreland County
weston,Weston
westonwv,Weston
westpoint,West Point City
westport,Westport
westvalleycity,West Valley City
westwego,Westwego
westwendovernv,West Wendover
westwheatfield,West Wheatfield Township
wetumpka,Wetumpka
wewokaok,Wewoka
wharton,Wharton
wheat_ridge,Wheat Ridge
wheaton,Wheaton
white_castle,White Castle
white_city_metro_township,White City Metro Township
white_county,White County
white_lake,White Lake
white_lake_chrtr_township%2c_(oakland_co.),White Lake Chrtr Township%2C (Oakland Co.)
white_oak,White Oak
white_pigeon_township%2c_(st._joseph_co.),White Pigeon Township%2C (St. Joseph Co.)
white_plains,White Plains
white_salmon,White Salmon
white_settlement,White Settlement
whitehall,Whitehall
whitelake,White Lake
whiteoak,White Oak
whitesburg,Whitesburg
whiteside_county,Whiteside County
whitewater,Whitewater
whitewright,Whitewright
whitfield_county,Whitfield County
whittier,Whittier
wichita,Wichita
wichita-sedgwick_county_unified,Wichita Sedgwick County Unified
wickenburg,Wickenburg
wickliffeky,Wickliffe
wicomico_county,Wicomico County
wigginsco,Wiggins
wilberne,Wilber
wilder,Wilder
wildwood,Wildwood
wilkes_county,Wilkes County
wilkesboro,Wilkesboro
wilkinson_county,Wilkinson County
williams,Williams
williamsburg,Williamsburg
williamsport,Williamsport
williamston,Williamston
williamstowntwp,Williamstown Township
williston,Williston
willits,Willits
willmar,Willmar
wills_point,Wills Point
wilmette,Wilmette
wilmington,Wilmington
wilmoreky,Wilmore
wilson,Wilson
wilsonville,Wilsonville
wilton,Wilton
wilton_manors,Wilton Manors
wimberley,Wimberley
winamac,Winamac
winchester,Winchester
winchesterid,Winchester
windcrest,Windcrest
winder,Winder
windermere,Windermere
windham,Windham
windsor,Windsor
windsor_charter_township%2c_(eaton_co.),Windsor Charter Township%2C (Eaton Co.)
windyhills,Windy Hills
winfield,Winfield
winfieldin,Winfield
winn_parish_police_jury,Winn Parish Police Jury
winnebago_county,Winnebago County
winnemucca,Winnemucca
winnetka,Winnetka
winnfield,Winnfield
winnsboro,Winnsboro
winona,Winona
winona_lake,Winona Lake
winston-salem,Winston Salem
winter_garden,Winter Garden
winter_haven,Winter Haven
winter_park,Winter Park
winter_springs,Winter Springs
winterville,Winterville
winthrop,Winthrop
wolf_point,Wolf Point
woodburnin,Woodburn
woodbury,Woodbury
woodcreek,Woodcreek
woodfin,Woodfin
woodhaven,Woodhaven
woodlake,Woodlake
woodland,Woodland
woodland_park,Woodland Park
woodmere,Woodmere
woodriveril,Wood River
woodsboro,Woodsboro
woodsfield,Woodsfield
woodside,Woodside
woodstock,Woodstock
woodstockil,Woodstock
woodvillage,City of Wood Village
woodville,Woodville
wooster,Wooster
worland,Worland
worthington,Worthington
wrens,Wrens
wrightsville,Wrightsville
wrightsvillebeach,Wrightsville Beach
wrightwy,Wright
wyandotte_county_-_unified_government,Wyandotte County   Unified Government
wylie,Wylie
wyoming,Wyoming
wytheville,Wytheville
xenia,Xenia
yadkin_county,Yadkin County
yadkinville,Yadkinville
yankee_springs_township%2c_(barry_co.),Yankee Springs Township%2C (Barry Co.)
yankeetown,Yankeetown
yankton,Yankton
yazoo_city,Yazoo City
yemassee,Yemassee
yoakum,Yoakum
yoe,Yoe Borough
yoncalla,City of Yoncalla
york,York
york_county,York County
yorkville,Yorkville
young_harris,Young Harris
youngsville,Youngsville
youngtown,Youngtown
ypsilanti,Ypsilanti
ypsilanti_charter_township%2c_(washtenaw_co.),Ypsilanti Charter Township%2C (Washtenaw Co.)
yreka,Yreka
yuba_city,Yuba City
yuba_county,Yuba County
yuccavalleyca,Yucca Valley
yukon,Yukon
yuma,Yuma
zachary,Zachary
zanesville,Zanesville
zeeland,Zeeland
zephyrhills,Zephyrhills
zilwaukee,Zilwaukee
zion,Zion
zolfo_springs,Zolfo Springs
zoning_ordinance_calvert_county,Zoning Ordinance Calvert County
